symmetric,input_dim,latent_dim,target_ratio,ratio,hidden_layers,seed,mse_mean,mse_std,mse_p95,mae_mean,mae_std
False,256,8,32,32.0,2,9,16.106495,38.930233,46.70233650207514,2.7044528,2.2033267
True,512,256,2,2.0,2,0,47.60082,43.1419,153.345458984375,5.3213553,2.6321495
False,512,256,2,2.0,2,0,23.090326,21.906416,72.51170349121094,3.623975,1.835564
True,512,256,2,2.0,2,1,45.246246,137.83736,82.3687973022461,4.227614,3.774511
False,512,256,2,2.0,2,1,45.74486,75.824875,214.86719512939453,4.796576,3.5605073
True,512,256,2,2.0,2,2,96.84008,233.07614,257.39093017578125,6.342869,5.851759
False,512,256,2,2.0,2,2,20.621847,19.62002,64.03540802001953,3.4826283,1.7938491
True,512,256,2,2.0,2,3,46.67381,67.177795,141.88438034057617,5.021231,3.12581
False,512,256,2,2.0,2,3,36.893253,85.20088,168.7671661376953,3.8613877,3.6823533
True,512,256,2,2.0,2,4,31.60914,33.988277,87.61423110961914,4.305826,2.192754
False,512,256,2,2.0,2,4,21.963516,26.983982,73.57281112670898,3.457285,2.0961678
True,512,256,2,2.0,2,5,119.02252,118.921974,323.3642120361328,8.48048,4.2568054
False,512,256,2,2.0,2,5,174.62892,208.02899,550.4633483886719,10.135267,5.351574
True,512,256,2,2.0,2,6,33.586933,44.920906,96.52091979980469,4.3526683,2.6021495
False,512,256,2,2.0,2,6,59.72712,95.48816,139.86144256591797,5.7729793,3.6111047
True,512,256,2,2.0,2,7,32.390575,39.41954,98.43975067138672,4.2902884,2.5129735
False,512,256,2,2.0,2,7,55.113693,116.971886,110.15201187133789,5.3194833,3.916745
True,512,256,2,2.0,2,8,29.879555,30.632795,85.32938766479492,4.1966767,2.156096
False,512,256,2,2.0,2,8,31.078867,40.268417,118.19411849975586,4.0502667,2.627885
True,512,256,2,2.0,2,9,33.294697,40.886826,116.39596939086914,4.2084103,2.456851
False,512,256,2,2.0,2,9,43.38061,44.39255,106.68611907958984,5.124516,2.674944
True,512,128,4,4.0,2,0,36.59374,62.96592,167.09456634521484,4.2188845,2.9929786
False,512,128,4,4.0,2,0,29.624502,30.13251,78.48873519897461,4.241736,2.1528716
True,512,128,4,4.0,2,1,43.42248,46.912262,135.57626724243164,4.929669,2.8465319
False,512,128,4,4.0,2,1,27.356499,29.488356,87.00491714477539,4.0076523,2.1912003
True,512,128,4,4.0,2,2,45.911842,69.02405,108.21611404418945,4.9463234,3.2935302
False,512,128,4,4.0,2,2,17.433878,18.53652,61.24221420288086,3.1966996,1.6895753
True,512,128,4,4.0,2,3,20.095434,17.439247,55.794395446777344,3.4818587,1.5646216
False,512,128,4,4.0,2,3,29.545326,53.746197,125.2467041015625,3.7425408,2.8928618
True,512,128,4,4.0,2,4,66.62384,114.69942,148.6389617919922,6.0258927,3.9778817
False,512,128,4,4.0,2,4,52.27337,197.49602,82.21046447753906,4.3646173,4.6109734
True,512,128,4,4.0,2,5,233.61389,636.5771,650.9494934082031,10.015838,8.792215
False,512,128,4,4.0,2,5,42.754116,51.50914,139.4815444946289,4.839786,2.970255
True,512,128,4,4.0,2,6,43.86216,133.80382,82.2197036743164,4.331366,3.6089158
False,512,128,4,4.0,2,6,34.364864,47.83744,99.94655227661133,4.3478,2.7303207
True,512,128,4,4.0,2,7,20.1037,21.907885,51.2463264465332,3.3864017,1.7006783
False,512,128,4,4.0,2,7,23.672724,32.574467,94.7170639038086,3.4951756,2.2134404
True,512,128,4,4.0,2,8,79.22175,180.93652,146.36371612548828,6.335318,4.6623907
False,512,128,4,4.0,2,8,20.994513,26.502901,47.19322395324707,3.4920936,1.9704633
True,512,128,4,4.0,2,9,69.0417,285.8099,79.45809173583984,4.6384654,5.6035924
False,512,128,4,4.0,2,9,20.361979,19.976229,65.78221893310547,3.4492257,1.8325082
True,512,64,8,8.0,2,0,24.496122,34.673027,56.81484031677246,3.6728468,2.0464938
False,512,64,8,8.0,2,0,25.15576,40.347683,78.30629348754883,3.6303942,2.4196265
True,512,64,8,8.0,2,1,34.22066,85.878456,93.77330780029297,3.916953,3.2937176
False,512,64,8,8.0,2,1,47.431786,74.12124,144.8816146850586,4.9613533,3.383167
True,512,64,8,8.0,2,2,23.887388,31.095669,45.428932189941406,3.6743622,2.1080384
False,512,64,8,8.0,2,2,16.885164,15.382086,42.20763969421387,3.192846,1.4355816
True,512,64,8,8.0,2,3,24.293352,27.61504,80.1551742553711,3.6999035,2.1642659
False,512,64,8,8.0,2,3,28.557371,44.352463,72.08744430541992,3.850454,2.7259996
True,512,64,8,8.0,2,4,40.146477,74.82202,100.89802932739258,4.4562926,3.2064614
False,512,64,8,8.0,2,4,23.597855,20.850887,61.84080696105957,3.6866734,1.8808322
True,512,64,8,8.0,2,5,23.84847,34.511303,70.95454788208008,3.6487298,2.1491392
False,512,64,8,8.0,2,5,33.598907,79.925354,77.96715927124023,3.8573353,3.2085338
True,512,64,8,8.0,2,6,26.32501,30.619923,75.35173606872559,3.8768582,2.2433386
False,512,64,8,8.0,2,6,29.869007,65.493034,84.23182678222656,3.5640225,3.2117655
True,512,64,8,8.0,2,7,24.408195,49.024334,59.10978317260742,3.543236,2.4163263
False,512,64,8,8.0,2,7,34.566647,52.826096,70.42388916015625,4.3947144,2.6835327
True,512,64,8,8.0,2,8,36.489727,117.937355,60.97138023376465,3.9100647,3.5414436
False,512,64,8,8.0,2,8,32.834915,91.26294,74.36423301696777,3.7014027,3.4337978
True,512,64,8,8.0,2,9,27.041348,24.564966,66.17549514770508,3.9961605,1.9960945
False,512,64,8,8.0,2,9,19.71596,21.066086,55.47200012207031,3.3965898,1.729465
True,512,32,16,16.0,2,0,41.231873,161.30913,52.93124008178711,3.886725,4.117302
False,512,32,16,16.0,2,0,40.22279,129.1486,97.91541290283203,3.99073,3.8838482
True,512,32,16,16.0,2,1,36.205288,49.6189,103.14806365966797,4.461715,2.7755535
False,512,32,16,16.0,2,1,37.24069,122.02911,55.960981369018555,3.9232635,3.6034546
True,512,32,16,16.0,2,2,24.512451,40.05321,77.32494735717773,3.5202,2.4495966
False,512,32,16,16.0,2,2,86.27123,147.06638,214.4831771850586,6.6597896,4.6679873
True,512,32,16,16.0,2,3,25.502092,31.745094,73.77202033996582,3.7446308,2.061867
False,512,32,16,16.0,2,3,67.947075,322.97446,63.52173614501953,4.430119,5.738404
True,512,32,16,16.0,2,4,51.299187,167.97891,91.76443099975586,4.567677,4.3214183
False,512,32,16,16.0,2,4,45.279522,122.58999,157.48450469970703,4.4085827,3.9169714
True,512,32,16,16.0,2,5,38.618862,124.01353,85.513671875,4.0096493,3.8026862
False,512,32,16,16.0,2,5,43.70506,152.92755,71.31262969970703,4.1466312,4.180133
True,512,32,16,16.0,2,6,56.099743,78.518105,128.00474548339844,5.665535,3.2233114
False,512,32,16,16.0,2,6,53.31274,218.9233,88.37081527709961,4.155005,4.8861666
True,512,32,16,16.0,2,7,55.59656,77.62056,138.34606170654297,5.574413,3.327258
False,512,32,16,16.0,2,7,71.190735,309.3184,121.55011367797852,4.6057405,5.856654
True,512,32,16,16.0,2,8,65.47887,162.90512,122.2817611694336,5.5439224,4.3326445
False,512,32,16,16.0,2,8,72.29519,312.06964,106.5644645690918,4.7067957,5.820319
True,512,32,16,16.0,2,9,43.395,88.674416,161.5794219970703,4.4889207,3.6123118
False,512,32,16,16.0,2,9,28.317026,51.458183,91.50493621826172,3.7700226,2.7578962
True,512,16,32,32.0,2,0,33.498993,33.479744,93.39609146118164,4.418123,2.310215
False,512,16,32,32.0,2,0,109.59463,561.7884,101.02494812011719,5.129293,7.6948385
True,512,16,32,32.0,2,1,35.335377,46.849106,79.52093505859375,4.391603,2.587912
False,512,16,32,32.0,2,1,138.36461,432.97028,286.4254837036133,7.6031666,6.97216
True,512,16,32,32.0,2,2,25.98172,22.095915,70.37284851074219,4.011863,1.758157
False,512,16,32,32.0,2,2,124.47142,393.68298,260.0389099121094,7.283212,6.495846
True,512,16,32,32.0,2,3,59.27979,237.64784,73.81775283813477,4.5003986,5.0572224
False,512,16,32,32.0,2,3,38.02755,67.50826,107.5849609375,4.5305614,2.892335
True,512,16,32,32.0,2,4,56.155823,97.17916,175.58348083496094,5.2596054,3.8911927
False,512,16,32,32.0,2,4,97.72589,349.3021,206.0229721069336,5.9026937,6.447488
True,512,16,32,32.0,2,5,73.84487,69.017685,236.90110778808594,6.609931,3.5025847
False,512,16,32,32.0,2,5,45.78099,106.92934,134.5675506591797,4.5635805,3.7471542
True,512,16,32,32.0,2,6,79.86691,203.99976,143.21173858642578,6.0642424,4.8136816
False,512,16,32,32.0,2,6,58.600155,209.6828,115.83288192749023,4.609507,4.9281874
True,512,16,32,32.0,2,7,61.13375,291.9171,63.447998046875,4.1896534,5.4626317
False,512,16,32,32.0,2,7,54.59926,142.67616,151.74817657470703,5.0033293,4.184796
True,512,16,32,32.0,2,8,75.49484,152.63557,153.3870620727539,6.1657276,4.3373036
False,512,16,32,32.0,2,8,72.46379,196.28925,168.52642822265625,5.6845374,4.9397416
True,512,16,32,32.0,2,9,21.537704,25.728636,37.0996150970459,3.5254197,1.7742156
False,512,16,32,32.0,2,9,48.39961,99.419426,134.7366180419922,4.82996,3.748401
True,1024,512,2,2.0,2,0,100.782166,181.44444,569.7497924804674,6.9260755,5.374158
False,1024,512,2,2.0,2,0,498.7432,1310.6465,2173.984643554682,12.883977,14.275568
True,1024,512,2,2.0,2,1,932.6529,1450.2715,4476.62949218749,21.74276,15.069896
False,1024,512,2,2.0,2,1,1041.5503,1128.7205,2058.035864257812,25.514885,11.617254
True,1024,512,2,2.0,2,2,124.435,325.62988,510.66012573242114,6.4671135,7.1685796
False,1024,512,2,2.0,2,2,418.86618,1359.8116,1918.4670898437441,10.012692,14.6917925
True,1024,512,2,2.0,2,3,82.18805,107.59329,267.6338073730468,6.3616357,4.1696887
False,1024,512,2,2.0,2,3,259.71423,257.55008,769.5735717773433,12.044682,6.747506
True,1024,512,2,2.0,2,4,128.79729,354.79385,193.2082244873045,7.1094265,6.790876
False,1024,512,2,2.0,2,4,197.6064,656.77295,535.735900878905,7.226106,9.687894
True,1024,512,2,2.0,2,5,42.991512,38.90266,126.75408020019529,5.0559773,2.102764
False,1024,512,2,2.0,2,5,190.69858,219.42929,550.4044189453125,9.681205,6.507698
True,1024,512,2,2.0,2,6,128.77881,150.88797,405.549291992187,8.335546,4.7722416
False,1024,512,2,2.0,2,6,208.9442,307.71097,808.1574218749982,10.458745,7.098357
True,1024,512,2,2.0,2,7,417.9505,830.6223,2340.9246093749935,13.120466,11.452493
False,1024,512,2,2.0,2,7,742.65173,1353.7605,4195.110839843738,18.337055,14.26741
True,1024,512,2,2.0,2,8,153.4353,285.7944,434.49758911132767,8.567169,6.4508424
False,1024,512,2,2.0,2,8,86.97756,136.42302,420.420428466796,6.4429193,4.648893
True,1024,512,2,2.0,2,9,490.91583,691.5402,2011.0103271484354,14.909562,11.711345
False,1024,512,2,2.0,2,9,1729.8081,3512.1973,3139.4223144531247,29.153358,21.034891
True,1024,256,4,4.0,2,0,1536.7242,2613.0918,8139.854296874977,27.941536,19.234173
False,1024,256,4,4.0,2,0,164.95795,194.43507,552.8803649902342,9.581962,5.5595264
True,1024,256,4,4.0,2,1,247.42921,294.75256,651.8491943359375,11.384102,7.4702163
False,1024,256,4,4.0,2,1,218.64279,539.00085,1462.730175781246,8.551336,9.604681
True,1024,256,4,4.0,2,2,881.2516,1503.6038,4465.935791015614,20.978827,14.7806
False,1024,256,4,4.0,2,2,95.49926,272.18665,180.2660339355467,5.9569464,6.008378
True,1024,256,4,4.0,2,3,565.32794,1414.6754,1832.3626708984327,15.38766,13.827719
False,1024,256,4,4.0,2,3,249.95493,499.08505,1391.2534423828088,10.278851,8.976069
True,1024,256,4,4.0,2,4,294.4361,489.47168,851.464379882812,11.947561,8.882243
False,1024,256,4,4.0,2,4,299.0128,272.90292,614.1406372070312,13.666137,6.0795317
True,1024,256,4,4.0,2,5,109.43597,102.38982,293.163427734375,7.94718,4.4451776
False,1024,256,4,4.0,2,5,279.96686,609.3268,682.4309936523434,11.169007,8.980302
True,1024,256,4,4.0,2,6,458.71313,1040.7605,1035.4248291015613,14.2939415,11.8334
False,1024,256,4,4.0,2,6,219.99516,325.08643,824.187542724608,10.887463,6.744498
True,1024,256,4,4.0,2,7,179.81645,390.89935,689.7168457031236,8.509846,7.685852
False,1024,256,4,4.0,2,7,462.8529,1350.8552,2553.3732177734323,10.708384,15.3845625
True,1024,256,4,4.0,2,8,84.88753,175.73384,214.1542755126951,6.062008,4.9163065
False,1024,256,4,4.0,2,8,1576.0543,3790.3137,1746.244580078125,27.53531,20.521042
True,1024,256,4,4.0,2,9,177.46219,402.64755,378.3829956054685,8.622641,7.6600513
False,1024,256,4,4.0,2,9,376.54984,420.72122,1178.6046508789047,14.354459,8.072484
True,1024,128,8,8.0,2,0,141.95311,261.35342,635.9103271484371,7.9295673,6.276175
False,1024,128,8,8.0,2,0,236.64417,877.6363,521.6040649414049,7.506543,11.154994
True,1024,128,8,8.0,2,1,496.36203,1134.6904,2988.340771484367,13.227414,13.803996
False,1024,128,8,8.0,2,1,98.80447,183.18752,575.9181762695313,6.4188056,5.6373963
True,1024,128,8,8.0,2,2,963.6496,1083.7338,3279.908837890624,23.772968,12.49817
False,1024,128,8,8.0,2,2,164.99043,468.03503,700.9378051757797,7.260659,8.4169
True,1024,128,8,8.0,2,3,114.014755,139.75113,443.743109130859,7.6626453,5.1093526
False,1024,128,8,8.0,2,3,59.669525,119.221375,273.8687164306634,5.2110095,4.2294374
True,1024,128,8,8.0,2,4,312.37265,630.77014,2002.14916992187,11.308861,10.536531
False,1024,128,8,8.0,2,4,217.32486,424.12946,330.31927490234364,10.570698,7.344503
True,1024,128,8,8.0,2,5,50.25068,60.6488,178.31363372802707,5.1999793,2.8625371
False,1024,128,8,8.0,2,5,603.8601,1818.3217,753.3646972656245,14.760974,15.537352
True,1024,128,8,8.0,2,6,54.773624,40.829025,136.89182128906245,5.8044405,2.5504668
False,1024,128,8,8.0,2,6,121.30779,185.15683,618.1600891113274,7.7127357,5.5622225
True,1024,128,8,8.0,2,7,121.51584,166.80829,426.6754333496088,7.873551,5.1097474
False,1024,128,8,8.0,2,7,124.71811,300.5051,515.0286132812494,6.634472,7.1476645
True,1024,128,8,8.0,2,8,108.72749,190.42178,295.4492889404295,7.1687775,5.4177623
False,1024,128,8,8.0,2,8,637.4053,2454.4233,447.5095886230465,12.379629,18.20973
True,1024,128,8,8.0,2,9,80.35449,127.790695,362.29803161621055,6.2034473,4.3236217
False,1024,128,8,8.0,2,9,440.566,1097.6631,424.8839111328124,14.364235,11.380486
True,1024,64,16,16.0,2,0,89.40227,76.11311,269.1591796874997,7.2807555,3.3995998
False,1024,64,16,16.0,2,0,113.86535,201.82874,274.77382202148436,7.279871,5.5957184
True,1024,64,16,16.0,2,1,161.83194,135.36905,459.8346923828121,10.080084,4.738326
False,1024,64,16,16.0,2,1,168.57355,453.4706,929.8001586914037,7.3158813,8.573374
True,1024,64,16,16.0,2,2,349.8203,474.8835,1000.7071166992182,13.453195,9.147103
False,1024,64,16,16.0,2,2,355.05905,912.0234,769.4204467773426,12.245557,11.023406
True,1024,64,16,16.0,2,3,264.04913,789.3759,881.3817626953105,9.124499,10.786546
False,1024,64,16,16.0,2,3,319.67526,889.2633,618.4833740234371,10.506484,11.323423
True,1024,64,16,16.0,2,4,121.61528,230.94727,436.0162719726557,7.258562,5.9814005
False,1024,64,16,16.0,2,4,415.84415,1120.3616,758.8947998046865,12.956498,12.1582
True,1024,64,16,16.0,2,5,157.52357,276.3492,322.5216796874999,9.003103,5.9013314
False,1024,64,16,16.0,2,5,230.04926,296.92767,759.7939941406249,11.174525,7.0312634
True,1024,64,16,16.0,2,6,55.30381,62.078033,214.28485412597638,5.624473,2.7930913
False,1024,64,16,16.0,2,6,117.13765,283.12402,412.50592041015597,6.784916,6.609028
True,1024,64,16,16.0,2,7,115.9836,289.9643,358.0237457275383,6.8021326,6.477278
False,1024,64,16,16.0,2,7,246.08812,735.7933,698.6857360839836,8.856692,10.37937
True,1024,64,16,16.0,2,8,174.16129,448.68417,761.0380737304671,7.9086084,8.296027
False,1024,64,16,16.0,2,8,106.90795,256.0975,489.60499877929556,6.440741,6.2972593
True,1024,64,16,16.0,2,9,285.9436,398.25403,713.2472229003895,12.7393875,7.169036
False,1024,64,16,16.0,2,9,87.333176,204.61465,222.71910400390604,6.246048,5.181145
True,1024,32,32,32.0,2,0,79.175896,116.06718,256.13239440917954,6.5181913,3.9767127
False,1024,32,32,32.0,2,0,467.3852,1640.9822,876.4875854492187,10.708188,15.489456
True,1024,32,32,32.0,2,1,173.64308,481.48386,268.36239318847635,8.094464,8.168869
False,1024,32,32,32.0,2,1,90.86357,133.28114,343.6345642089838,6.8879657,4.4736943
True,1024,32,32,32.0,2,2,131.51701,341.02255,340.35417480468703,7.243336,6.8339663
False,1024,32,32,32.0,2,2,770.36975,2892.2112,1461.040185546872,12.907581,20.46271
True,1024,32,32,32.0,2,3,206.87686,799.27563,202.53971252441374,7.0065312,10.4938755
False,1024,32,32,32.0,2,3,233.90012,506.20673,644.9001831054676,10.250907,8.401368
True,1024,32,32,32.0,2,4,167.0041,274.69974,784.1619628906242,8.935746,6.8442554
False,1024,32,32,32.0,2,4,432.6095,1578.4119,634.5389770507807,10.286132,14.922404
True,1024,32,32,32.0,2,5,117.164,148.62955,406.5743041992184,7.9096045,4.920193
False,1024,32,32,32.0,2,5,377.70844,1284.3966,1236.4218261718713,9.983784,13.659848
True,1024,32,32,32.0,2,6,72.957405,108.513756,213.50886840820294,6.1879706,4.071328
False,1024,32,32,32.0,2,6,274.8954,701.76385,1148.0985107421875,9.359096,10.932743
True,1024,32,32,32.0,2,7,164.40854,137.78745,424.97540893554674,10.072971,4.452922
False,1024,32,32,32.0,2,7,268.249,620.65607,1609.821093749998,9.415679,10.640564
True,1024,32,32,32.0,2,8,153.79893,357.3655,547.3528503417963,7.6804314,7.606809
False,1024,32,32,32.0,2,8,531.9582,1595.3468,593.410656738281,14.305285,14.0699215
True,1024,32,32,32.0,2,9,655.15,2851.481,731.6297851562482,9.628486,20.185791
False,1024,32,32,32.0,2,9,212.9922,415.05585,1160.3658081054673,9.161625,8.635121